"Word","Changed","score_test"
"villains","aiillnsv",144
"villain","aiillnv",121
"villainy","aiillnvy",169
"volatility","aiillottvy",225
"spiritually","aiillprstuy",256
"trivially","aiillrtvy",196
"minimal","aiilmmn",121
"immolation","aiilmmnoot",196
"immortality","aiilmmortty",256
"immorality","aiilmmorty",225
"Islamism","aiilmmss",144
"monopolization","aiilmnnooooptz",400
"malnutrition","aiilmnnorttu",225
"Manitoulin","aiilmnnotu",169
"simulations","aiilmnosstu",196
"mutilations","aiilmnosttu",196
"stimulation","aiilmnosttu",196
"simulation","aiilmnostu",169
"mutilation","aiilmnottu",169
"militants","aiilmnstt",144
"militant","aiilmntt",121
"primarily","aiilmprry",196
"similar","aiilmrs",100
"mistrials","aiilmrsst",144
"mistrial","aiilmrst",121
"ritualism","aiilmrstu",144
"military","aiilmrty",144
"Ismail","aiilms",81
"Islamist","aiilmsst",121
"nutritional","aiilnnorttu",169
"nontrivial","aiilnnortv",169
"insulation","aiilnnostu",144
"Wilsonian","aiilnnosw",144
"proportionality","aiilnooopprrtty",400
"propositional","aiilnooopprst",289
"provisional","aiilnooprsv",225
"positional","aiilnoopst",169
"spoliation","aiilnoopst",169
"isolation","aiilnoost",121
"violations","aiilnoostv",169
"violation","aiilnootv",144
"stipulations","aiilnopssttu",225
"stipulation","aiilnopsttu",196
"pavilions","aiilnopsv",169
"pavilion","aiilnopv",144
"liaison","aiilnos",81
"liaisons","aiilnoss",100
"Livonia","aiilnov",100
"tailspins","aiilnpsst",144
"tailspin","aiilnpst",121
"Ypsilanti","aiilnpsty",169
"Quirinal","aiilnqr",121
"tranquility","aiilnqrtty",225
"urinalysis","aiilnrssuy",169
"insularity","aiilnrstuy",169
"Silurian","aiilnrsu",100
"Ritalin","aiilnrt",81
"Stalinist","aiilnsstt",121
"salinity","aiilnsty",121
"nautili","aiilntu",81
"raviolis","aiilorsv",121
"ravioli","aiilorv",100
"Olivia","aiilov",81
"spirituals","aiilprsstu",169
"spiritual","aiilprstu",144
"trivial","aiilrtv",100
"airily","aiilry",81
"Silvia","aiilsv",81
"vitality","aiilttvy",144
"Livia","aiilv",64
"Miami","aiimm",64
"minima","aiimmn",81
"ammunition","aiimmnnotu",169
"animism","aiimmns",100
"numismatists","aiimmnsssttu",225
"numismatist","aiimmnssttu",196
"imprimaturs","aiimmprrstu",225
"imprimatur","aiimmprrtu",196
"Miriam","aiimmr",81
"immaturity","aiimmrttuy",196
"Miamis","aiimms",81
"nominations","aiimnnnoost",169
"nomination","aiimnnnoot",144
"transmissions","aiimnnorsssst",225
"transmission","aiimnnorssst",196
"ruminations","aiimnnorstu",169
"rumination","aiimnnortu",144
"insomnia","aiimnnos",100
"ministrants","aiimnnrsstt",169
"ministrant","aiimnnrstt",144
"minivans","aiimnnsv",121
"unanimity","aiimnntuy",144
"minivan","aiimnnv",100
"parsimonious","aiimnooprssu",225
"importations","aiimnooprstt",225
"importation","aiimnooprtt",196
"misquotations","aiimnooqsstt",256
"misquotation","aiimnooqstt",225
"motivations","aiimnoosttv",196
"motivation","aiimnoottv",169
"imputations","aiimnopsttu",196
"imputation","aiimnopttu",169
"Missourians","aiimnorsssu",169
"Missourian","aiimnorssu",144
"missionary","aiimnorssy",169
"animosity","aiimnosty",144
"Puritanisms","aiimnprsstu",196
"Puritanism","aiimnprstu",169
"puritanism","aiimnprstu",169
"timpanists","aiimnpsstt",169
"timpanist","aiimnpstt",144
"timpani","aiimnpt",100
"martinis","aiimnrst",100
"Arminius","aiimnrsu",100
"martini","aiimnrt",81
"simian","aiimns",64
"simians","aiimnss",81
"animists","aiimnsst",100
"Naziisms","aiimnssz",144
"animist","aiimnst",81
"vitamins","aiimnstv",121
"Naziism","aiimnsz",121
"titanium","aiimnttu",100
"minutia","aiimntu",81
"vitamin","aiimntv",100
"Mazzini","aiimnzz",169
"patriotism","aiimoprstt",169
"imitators","aiimorstt",121
"imitator","aiimortt",100
"impair","aiimpr",81
"impairs","aiimprs",100
"Mauritius","aiimrstuu",121
"intonations","aiinnnoostt",144
"innovations","aiinnnoostv",169
"intonation","aiinnnoott",121
"innovation","aiinnnootv",144
"Ionian","aiinno",49
"transpositions","aiinnooprssstt",256
"transposition","aiinnooprsstt",225
"transitions","aiinnorsstt",144
"transition","aiinnorstt",121
"ruination","aiinnortu",100
"urination","aiinnortu",100
"invasions","aiinnossv",121
"antitoxins","aiinnosttx",169
"invasion","aiinnosv",100
"antitoxin","aiinnottx",144
"Tunisians","aiinnsstu",100
"Tunisian","aiinnstu",81
"insanity","aiinnsty",100
"zinnias","aiinnsz",100
"inanity","aiinnty",81
"zinnia","aiinnz",81
"apposition","aiinooppst",169
"Iroquoian","aiinooqr",121
"parturition","aiinoprrttu",169
"partitions","aiinoprstt",144
"privations","aiinoprstv",169
"partition","aiinoprtt",121
"privation","aiinoprtv",144
"visionary","aiinorsvy",144
"attrition","aiinorttt",100
"situations","aiinossttu",121
"situation","aiinosttu",100
"aspirin","aiinprs",81
"aspirins","aiinprss",100
"pianists","aiinpsst",100
"pianist","aiinpst",81
"antiquity","aiinqtty",144
"irritants","aiinrrstt",100
"irritant","aiinrrtt",81
"raisin","aiinrs",49
"raisins","aiinrss",64
"Sinai","aiins",36
"Tunisia","aiinstu",64
"Titian","aiintt",49
"nativity","aiinttvy",121
"Vivian","aiinvv",81
"propitiatory","aiioopprrtty",256
"portraitists","aiioprrssttt",196
"portraitist","aiioprrsttt",169
"psoriasis","aiioprsss",121
"viviparous","aiioprsuvv",196
"airstrips","aiiprrsst",121
"airstrip","aiiprrst",100
"Pisistratus","aiiprsssttu",169
"pituitary","aiiprttuy",144
"passivity","aiipsstvy",169
"wapitis","aiipstw",100
"Itaipu","aiiptu",64
"wapiti","aiiptw",81
"satirists","aiirssstt",100
"Swissair","aiirsssw",100
"satirist","aiirsstt",81
"trivia","aiirtv",64
"Assisi","aiisss",49
"jail","aijl",64
"jovially","aijllovy",225
"journalism","aijlmnorsu",225
"journalists","aijlnorsstu",225
"journalist","aijlnorstu",196
"jauntily","aijlntuy",169
"Julian","aijlnu",100
"jailor","aijlor",100
"jailors","aijlors",121
"Lissajous","aijlosssu",169
"jovial","aijlov",121
"jails","aijls",81
"Julia","aijlu",81
"Jami","aijm",64
"majority","aijmorty",169
"Jain","aijn",49
"Jinan","aijnn",64
"ninja","aijnn",64
"ninjas","aijnns",81
"popinjays","aijnoppsy",225
"popinjay","aijnoppy",196
"Joaquin","aijnoq",121
"janitors","aijnorst",121
"janitor","aijnort",100
"Jovian","aijnov",100
"Janis","aijns",64
"Jivaro","aijorv",100
"Ouija","aijou",64
"Jaipur","aijpru",100
"Jarvis","aijrsv",100
"Kwakiutl","aikkltuw",225
"Kali","aikl",64
"Mullikan","aikllmnu",196
"milkman","aiklmmn",169
"Molokai","aiklmoo",144
"kaolin","aiklno",100
"Polanski","aiklnops",169
"kilowatts","aiklosttw",196
"kilowatt","aiklottw",169
"Pulaski","aiklpsu",144
"Kommunizma","aikmmmnouz",324
"kinswoman","aikmnnosw",196
"kinsman","aikmnns",121
"Mikoyan","aikmnoy",144
"umiaks","aikmsu",100
"umiak","aikmu",81
"akin","aikn",49
"Parkinson","aiknnoprs",169
"Atkinson","aiknnost",121
"napkin","aiknnp",100
"napkins","aiknnps",121
"Rankin","aiknnr",81
"Nokia","aikno",64
"workstations","aiknoorssttw",256
"workstation","aiknoorsttw",225
"paintwork","aiknoprtw",196
"Soyinka","aiknosy",121
"Wozniak","aiknowz",169
"Karin","aiknr",64
"Sanskrit","aiknrsst",121
"Stravinsky","aiknrsstvy",225
"Atkins","aiknst",81
"Watkins","aiknstw",121
"Kaposi","aikops",100
"troikas","aikorst",100
"troika","aikort",81
"Kiowa","aikow",81
"Prakrit","aikprrt",121
"Kari","aikr",49
"Krista","aikrst",81
"Saki","aiks",49
"saki","aiks",49
"Kuwait","aiktuw",100
"Ali","ail",25
"Ila","ail",25
"ail","ail",25
"Lila","aill",49
"Maillol","ailllmo",144
"immortally","aillmmorty",256
"immorally","aillmmory",225
"nominally","aillmnnoy",196
"polynomials","aillmnoopsy",289
"polynomial","aillmnoopy",256
"Tillman","aillmnt",121
"Mozilla","aillmoz",169
"pluralism","aillmprsu",196
"sawmills","aillmssw",169
"alluviums","aillmsuuv",196
"sawmill","aillmsw",144
"alluvium","aillmuuv",169
"Millay","aillmy",121
"lanolin","aillnno",100
"notionally","aillnnooty",196
"uninstalls","aillnnsstu",169
"uninstall","aillnnstu",144
"Tallinn","aillnnt",100
"proportionally","aillnooopprrty",400
"optionally","aillnoopty",225
"voluntarily","aillnortuvy",256
"Allison","aillnos",100
"stallions","aillnosst",144
"allusions","aillnossu",144
"stallion","aillnost",121
"allusion","aillnosu",121
"plainly","aillnpy",144
"tranquilly","aillnqrty",225
"luxuriantly","aillnrtuuxy",289
"installs","aillnsst",121
"install","aillnst",100
"Sullivan","aillnsuv",144
"illustrators","aillorrssttu",225
"illustrator","aillorrsttu",196
"littorals","aillorstt",144
"tortillas","aillorstt",144
"littoral","aillortt",121
"tortilla","aillortt",121
"loyalists","aillossty",169
"loyalist","aillosty",144
"Lolita","aillot",81
"pillar","aillpr",100
"pillars","aillprs",121
"spirally","aillprsy",169
"plurality","aillprtuy",196
"spillways","aillpsswy",225
"spillway","aillpswy",196
"virtually","aillrtuvy",196
"ritually","aillrtuy",144
"visually","aillsuvy",169
"villas","aillsv",100
"Wallis","aillsw",100
"vitally","ailltvy",144
"Villa","aillv",81
"villa","aillv",81
"Willa","aillw",81
"lazily","aillyz",144
"Lima","ailm",49
"Mali","ailm",49
"mail","ailm",49
"aluminum","ailmmnuu",144
"immoral","ailmmor",121
"immortals","ailmmorst",169
"immortal","ailmmort",144
"summarily","ailmmrsuy",196
"ultimatums","ailmmsttuu",196
"ultimatum","ailmmttuu",169
"Milan","ailmn",64
"nominal","ailmnno",100
"unanimously","ailmnnosuuy",225
"Lippmann","ailmnnpp",169
"Molina","ailmno",81
"promotional","ailmnoooprt",225
"palomino","ailmnoop",144
"palominos","ailmnoops",169
"monorail","ailmnoor",121
"monorails","ailmnoors",144
"importantly","ailmnoprtty",256
"Platonism","ailmnopst",169
"Olympians","ailmnopsy",196
"Olympian","ailmnopy",169
"palimony","ailmnopy",169
"normality","ailmnorty",169
"Minolta","ailmnot",100
"alimony","ailmnoy",121
"implants","ailmnpst",144
"implant","ailmnpt",121
"platinum","ailmnptu",144
"Marlin","ailmnr",81
"marlin","ailmnr",81
"marlins","ailmnrs",100
"luminary","ailmnruy",144
"Marilyn","ailmnry",121
"stimulants","ailmnssttu",169
"stimulant","ailmnsttu",144
"alumni","ailmnu",81
"mainly","ailmny",100
"Olympias","ailmopsy",169
"optimal","ailmopt",121
"Olympia","ailmopy",144
"Marisol","ailmors",100
"moralists","ailmorsst",144
"simulators","ailmorsstu",169
"solariums","ailmorssu",144
"moralist","ailmorst",121
"simulator","ailmorstu",144
"solarium","ailmorsu",121
"mortality","ailmortty",169
"morality","ailmorty",144
"Somali","ailmos",81
"Somalis","ailmoss",100
"misapply","ailmppsy",196
"primal","ailmpr",100
"palmistry","ailmprsty",196
"psalmists","ailmpssst",169
"palmists","ailmpsst",144
"psalmist","ailmpsst",144
"misplays","ailmpssy",169
"palmist","ailmpst",121
"misplay","ailmpsy",144
"muralists","ailmrsstu",144
"altruism","ailmrstu",121
"muralist","ailmrstu",121
"Islam","ailms",64
"mails","ailms",64
"Islams","ailmss",81
"missal","ailmss",81
"missals","ailmsss",100
"mislays","ailmssy",121
"Musial","ailmsu",81
"Valiums","ailmsuv",121
"mislay","ailmsy",100
"Tamil","ailmt",64
"mutuality","ailmttuuy",169
"Valium","ailmuv",100
"Vilma","ailmv",81
"Wilma","ailmw",81
"Lina","ailn",36
"lain","ailn",36
"nail","ailn",36
"notional","ailnnoot",100
"involuntary","ailnnortuvy",225
"instantly","ailnnstty",144
"proportionals","ailnooopprrst",289
"proportional","ailnooopprrt",256
"populations","ailnooppstu",225
"population","ailnoopptu",196
"optional","ailnoopt",121
"tonsorial","ailnoorst",121
"ovulation","ailnootuv",144
"unpopularity","ailnopprtuuy",289
"pulsations","ailnopsstu",169
"Platonist","ailnopstt",144
"pulsation","ailnopstu",144
"ponytails","ailnopsty",169
"ponytail","ailnopty",144
"insulators","ailnorsstu",144
"insulator","ailnorstu",121
"Uniroyal","ailnoruy",121
"Alison","ailnos",64
"Latinos","ailnost",81
"anxiously","ailnosuxy",196
"Latino","ailnot",64
"tonality","ailnotty",121
"plain","ailnp",64
"suppliants","ailnppsstu",196
"suppliant","ailnppstu",169
"plains","ailnps",81
"spinal","ailnps",81
"spinals","ailnpss",100
"plaints","ailnpst",100
"nuptials","ailnpstu",121
"plaint","ailnpt",81
"pliant","ailnpt",81
"nuptial","ailnptu",100
"tranquil","ailnqrt",121
"quaintly","ailnqty",144
"insular","ailnrsu",81
"urinals","ailnrsu",81
"luxuriant","ailnrtuux",169
"urinal","ailnru",64
"nails","ailns",49
"slain","ailns",49
"snail","ailns",49
"snails","ailnss",64
"instals","ailnsst",81
"Latins","ailnst",64
"Stalin","ailnst",64
"instal","ailnst",64
"Nautilus","ailnstuu",100
"nautilus","ailnstuu",100
"nastily","ailnsty",100
"saintly","ailnsty",100
"anvils","ailnsv",81
"silvan","ailnsv",81
"inlays","ailnsy",81
"Latin","ailnt",49
"nattily","ailntty",100
"litany","ailnty",81
"Alvin","ailnv",64
"anvil","ailnv",64
"vainly","ailnvy",100
"inlay","ailny",64
"uproariously","ailooprrsuuy",256
"autopilots","ailoopsttu",169
"autopilot","ailoopttu",144
"violators","ailoorstv",144
"violator","ailoortv",121
"popularity","ailopprtuy",225
"Polaris","ailoprs",100
"polarity","ailoprty",144
"topsails","ailopsst",121
"topsail","ailopst",100
"pivotal","ailoptv",121
"sailor","ailors",64
"sailors","ailorss",81
"royalists","ailorssty",144
"tailors","ailorst",81
"tutorials","ailorsttu",121
"royalist","ailorsty",121
"solitary","ailorsty",121
"variously","ailorsuvy",169
"tailor","ailort",64
"tutorial","ailorttu",100
"Louisa","ailosu",64
"Valois","ailosv",81
"violas","ailosv",81
"Tolyatti","ailottty",121
"totality","ailottty",121
"Viola","ailov",64
"viola","ailov",64
"pail","ailp",49
"platypi","ailppty",144
"April","ailpr",64
"Aprils","ailprs",81
"spiral","ailprs",81
"spirals","ailprss",100
"pails","ailps",64
"plaits","ailpst",81
"pilaus","ailpsu",81
"pilaws","ailpsw",100
"plait","ailpt",64
"Pauli","ailpu",64
"pilau","ailpu",64
"pilaw","ailpw",81
"quail","ailq",64
"quails","ailqs",81
"quality","ailqty",121
"lair","ailr",36
"liar","ailr",36
"lira","ailr",36
"rail","ailr",36
"rivalry","ailrrvy",121
"lairs","ailrs",49
"liars","ailrs",49
"liras","ailrs",49
"rails","ailrs",49
"altruists","ailrssttu",121
"survivals","ailrssuvv",169
"trails","ailrst",64
"trials","ailrst",64
"starlit","ailrstt",81
"altruist","ailrsttu",100
"rituals","ailrstu",81
"survival","ailrsuvv",144
"rivals","ailrsv",81
"trail","ailrt",49
"trial","ailrt",49
"titular","ailrttu",81
"ritual","ailrtu",64
"virtual","ailrtuv",100
"Lauri","ailru",49
"Luria","ailru",49
"rival","ailrv",64
"viral","ailrv",64
"warily","ailrwy",100
"Rizal","ailrz",81
"Lisa","ails",36
"ails","ails",36
"sail","ails",36
"Silas","ailss",49
"sails","ailss",49
"sisal","ailss",49
"lawsuits","ailsstuw",121
"visuals","ailssuv",100
"tails","ailst",49
"Vistula","ailstuv",100
"lawsuit","ailstuw",100
"vitals","ailstv",81
"Laius","ailsu",49
"Luisa","ailsu",49
"visual","ailsuv",81
"Silva","ailsv",64
"vials","ailsv",64
"Sylvia","ailsvy",100
"wails","ailsw",64
"alit","ailt",36
"tail","ailt",36
"vital","ailtv",64
"Twila","ailtw",64
"laxity","ailtxy",121
"Italy","ailty",64
"laity","ailty",64
"Vila","ailv",49
"vial","ailv",49
"wail","ailw",49
"Liza","ailz",64
"Mai","aim",25
"Mia","aim",25
"aim","aim",25
"imam","aimm",49
"maim","aimm",49
"maximums","aimmmsux",196
"maximum","aimmmux",169
"Minamoto","aimmnoot",121
"matrimony","aimmnorty",169
"summations","aimmnosstu",169
"summation","aimmnostu",144
"manumits","aimmnstu",121
"manumit","aimmntu",100
"moratoriums","aimmoorrstu",196
"moratorium","aimmoorrtu",169
"Maoism","aimmos",81
"Mimosa","aimmos",81
"mimosa","aimmos",81
"Maoisms","aimmoss",100
"mimosas","aimmoss",100
"Marxisms","aimmrssx",169
"Marxism","aimmrsx",144
"Mirzam","aimmrz",121
"imams","aimms",64
"maims","aimms",64
"maxims","aimmsx",121
"Tammi","aimmt",64
"maxim","aimmx",100
"Mani","aimn",36
"main","aimn",36
"Minoan","aimnno",64
"mountaintops","aimnnoopsttu",225
"mountaintop","aimnnoopttu",196
"mountainous","aimnnoostuu",169
"unimportant","aimnnoprttu",196
"Minoans","aimnnos",81
"mansion","aimnnos",81
"mansions","aimnnoss",100
"mountains","aimnnostu",121
"unanimous","aimnnosuu",121
"mountain","aimnnotu",100
"antimony","aimnnoty",121
"anonymity","aimnnotyy",169
"ruminants","aimnnrstu",121
"ruminant","aimnnrtu",100
"Naomi","aimno",49
"Monrovia","aimnoorv",121
"parsimony","aimnoprsy",169
"important","aimnoprtt",144
"patrimony","aimnoprty",169
"assumptions","aimnopssstu",196
"assumption","aimnopsstu",169
"Marion","aimnor",64
"rainstorms","aimnorrsst",144
"rainstorm","aimnorrst",121
"Minotaur","aimnortu",100
"minatory","aimnorty",121
"mutations","aimnosttu",121
"mutation","aimnottu",100
"Pittman","aimnptt",100
"Marin","aimnr",49
"transmits","aimnrsstt",121
"nasturtiums","aimnrssttuu",169
"martins","aimnrst",81
"transmit","aimnrstt",100
"nasturtium","aimnrsttuu",144
"varmints","aimnrstv",121
"Surinam","aimnrsu",81
"Martin","aimnrt",64
"martin","aimnrt",64
"varmint","aimnrtv",100
"uranium","aimnruu",81
"Marvin","aimnrv",81
"mains","aimns",49
"tsunamis","aimnsstu",100
"Nazisms","aimnssz",121
"mantis","aimnst",64
"matins","aimnst",64
"tsunami","aimnstu",81
"animus","aimnsu",64
"mavins","aimnsv",81
"Nazism","aimnsz",100
"mavin","aimnv",64
"motivators","aimoorsttv",169
"motivator","aimoorttv",144
"Porrima","aimoprr",100
"potassium","aimopsstu",144
"symposia","aimopssy",144
"optima","aimopt",81
"myopia","aimopy",100
"Maori","aimor",49
"Mario","aimor",49
"Moira","aimor",49
"Ramiro","aimorr",64
"Marriott","aimorrtt",100
"Moriarty","aimorrty",121
"Maoris","aimors",64
"Maurois","aimorsu",81
"Morita","aimort",64
"Maoists","aimosst",81
"Taoisms","aimosst",81
"Maoist","aimost",64
"Taoism","aimost",64
"Asimov","aimosv",81
"miaows","aimosw",81
"axioms","aimosx",100
"miaow","aimow",64
"axiom","aimox",81
"Priam","aimpr",64
"primary","aimprry",121
"Pamirs","aimprs",81
"armpits","aimprst",100
"imparts","aimprst",100
"armpit","aimprt",81
"impart","aimprt",81
"Marquis","aimqrs",100
"marquis","aimqrs",100
"Irma","aimr",36
"Mari","aimr",36
"Mira","aimr",36
"amir","aimr",36
"Maris","aimrs",49
"amirs","aimrs",49
"Marxists","aimrsstx",144
"atriums","aimrstu",81
"Marxist","aimrstx",121
"Marius","aimrsu",64
"Tarim","aimrt",49
"maturity","aimrttuy",121
"atrium","aimrtu",64
"matrix","aimrtx",100
"Mizar","aimrz",81
"Siam","aims",36
"aims","aims",36
"amiss","aimss",49
"swamis","aimssw",81
"autism","aimstu",64
"Mavis","aimsv",64
"swami","aimsw",64
"Tami","aimt",36
"amity","aimty",64
"Maui","aimu",36
"Ian","ain",16
"Ina","ain",16
"ani","ain",16
"Nina","ainn",25
"Antoninus","ainnnostu",100
"tannin","ainnnt",49
"anion","ainno",36
"innovators","ainnoorstv",144
"innovator","ainnoortv",121
"notations","ainnoostt",100
"Antonio","ainnoot",64
"notation","ainnoott",81
"Oxonian","ainnoox",100
"anions","ainnos",49
"anoints","ainnost",64
"nations","ainnost",64
"Antonius","ainnostu",81
"Nation","ainnot",49
"anoint","ainnot",49
"nation","ainnot",49
"Nisan","ainns",36
"Nissan","ainnss",49
"instants","ainnsstt",81
"instant","ainnstt",64
"annuity","ainntuy",81
"apportions","ainoopprst",169
"apportion","ainoopprt",144
"prostrations","ainooprrsstt",196
"prostration","ainooprrstt",169
"quotations","ainooqstt",144
"quotation","ainooqtt",121
"orations","ainoorst",81
"rotations","ainoorstt",100
"Ontario","ainoort",64
"oration","ainoort",64
"rotation","ainoortt",81
"outstations","ainoosstttu",144
"outstation","ainoostttu",121
"ovations","ainoostv",100
"ovation","ainootv",81
"piano","ainop",49
"suppuration","ainopprstuu",196
"appoints","ainoppst",121
"appoint","ainoppt",100
"usurpation","ainoprstuu",144
"pianos","ainops",64
"Passion","ainopss",81
"passion","ainopss",81
"Passions","ainopsss",100
"passions","ainopsss",100
"Utopians","ainopstu",100
"utopians","ainopstu",100
"Spinoza","ainopsz",121
"Utopian","ainoptu",81
"utopian","ainoptu",81
"Aquino","ainoq",64
"transistors","ainorrssstt",144
"transistor","ainorrsstt",121
"transitory","ainorrstty",144
"arsonists","ainorssst",100
"arsonist","ainorsst",81
"rations","ainorst",64
"Novartis","ainorstv",100
"ration","ainort",49
"Sonia","ainos",36
"Onassis","ainosss",64
"stations","ainosstt",81
"station","ainostt",64
"anxious","ainosux",100
"Iowans","ainosw",64
"Tonia","ainot",36
"Iowan","ainow",49
"pain","ainp",36
"parsnip","ainpprs",100
"parsnips","ainpprss",121
"piquant","ainpqt",100
"sprain","ainprs",64
"sprains","ainprss",81
"Prussian","ainprssu",100
"Rasputin","ainprstu",100
"puritans","ainprstu",100
"Puritan","ainprtu",81
"puritan","ainprtu",81
"Purina","ainpru",64
"Spain","ainps",49
"pains","ainps",49
"pantsuits","ainpssttu",121
"paints","ainpst",64
"pantsuit","ainpsttu",100
"inapt","ainpt",49
"paint","ainpt",49
"quaint","ainqt",64
"quantity","ainqtty",121
"Iran","ainr",25
"Nair","ainr",25
"rain","ainr",25
"urinary","ainrruy",81
"rains","ainrs",36
"Russians","ainrsssu",81
"strains","ainrsst",64
"transits","ainrsstt",81
"Russian","ainrssu",64
"Syrians","ainrssy",81
"strain","ainrst",49
"trains","ainrst",49
"Tristan","ainrstt",64
"transit","ainrstt",64
"antitrust","ainrstttu",100
"nutrias","ainrstu",64
"Syrian","ainrsy",64
"Trina","ainrt",36
"train","ainrt",36
"nutria","ainrtu",49
"unitary","ainrtuy",81
"Invar","ainrv",49
"rainy","ainry",49
"Sian","ains",25
"sustains","ainssstu",81
"saints","ainsst",49
"stains","ainsst",49
"Austins","ainsstu",64
"sustain","ainsstu",64
"swains","ainssw",64
"antis","ainst",36
"saint","ainst",36
"satin","ainst",36
"stain","ainst",36
"taints","ainstt",49
"titans","ainstt",49
"Austin","ainstu",49
"Unitas","ainstu",49
"sanity","ainsty",64
"satiny","ainsty",64
"Sivan","ainsv",49
"swain","ainsw",49
"Nazis","ainsz",64
"Nita","aint",25
"Tina","aint",25
"anti","aint",25
"Titan","aintt",36
"taint","aintt",36
"titan","aintt",36
"vanity","aintvy",81
"Twain","aintw",49
"twain","aintw",49
"Ainu","ainu",25
"Ivan","ainv",36
"vain","ainv",36
"Nazi","ainz",49
"oratorios","aiooorrst",100
"oratorio","aiooorrt",81
"uproarious","aiooprrsuu",144
"oviparous","aiooprsuv",144
"Rosario","aioorrs",64
"traitorous","aioorrsttu",121
"Ariosto","aioorst",64
"tattooists","aioosstttt",121
"tattooist","aioostttt",100
"airports","aioprrst",100
"portraits","aioprrstt",121
"airport","aioprrt",81
"portrait","aioprrtt",100
"Pizarro","aioprrz",121
"Pissaro","aioprss",81
"patriots","aioprstt",100
"Portia","aioprt",64
"patriot","aioprtt",81
"patios","aiopst",64
"patois","aiopst",64
"Utopias","aiopstu",81
"utopias","aiopstu",81
"patio","aiopt",49
"Utopia","aioptu",64
"utopia","aioptu",64
"warriors","aiorrrsw",100
"warrior","aiorrrw",81
"traitors","aiorrstt",81
"traitor","aiorrtt",64
"saviours","aiorssuv",100
"saviors","aiorssv",81
"ratios","aiorst",49
"saviour","aiorsuv",81
"various","aiorsuv",81
"Savior","aiorsv",64
"savior","aiorsv",64
"ratio","aiort",36
"Avior","aiorv",49
"Oriya","aiory",49
"oasis","aioss",36
"Taoists","aiosstt",64
"iotas","aiost",36
"Taoist","aiostt",49
"Iowas","aiosw",49
"iota","aiot",25
"Iowa","aiow",36
"Trappist","aipprstt",121
"papyri","aippry",100
"pair","aipr",36
"Paris","aiprs",49
"Parsi","aiprs",49
"pairs","aiprs",49
"rapists","aiprsst",81
"upstairs","aiprsstu",100
"sparsity","aiprssty",121
"Prussia","aiprssu",81
"ripsaws","aiprssw",100
"rapist","aiprst",64
"tapirs","aiprst",64
"ripsaw","aiprsw",81
"tapir","aiprt",49
"parity","aiprty",81
"Pisa","aips",36
"pizzas","aipszz",144
"pita","aipt",36
"Patti","aiptt",49
"pizza","aipzz",121
"pizazz","aipzzz",196
"pizzazz","aipzzzz",289
"quasi","aiqs",49
"Yaqui","aiqy",64
"Ira","air",16
"air","air",16
"artistry","airrstty",100
"rarity","airrty",64
"airs","airs",25
"sari","airs",25
"saris","airss",36
"sitars","airsst",49
"stairs","airsst",49
"artists","airsstt",64
"straits","airsstt",64
"Russia","airssu",49
"astir","airst",36
"sitar","airst",36
"stair","airst",36
"artist","airstt",49
"strait","airstt",49
"traits","airstt",49
"Travis","airstv",64
"varsity","airstvy",100
"Arius","airsu",36
"Rivas","airsv",49
"Syria","airsy",49
"Rita","airt",25
"trait","airtt",36
"Iyar","airy",36
"airy","airy",36
"Ariz","airz",49
"assists","aisssst",64
"assist","aissst",49
"vistas","aisstv",64
"waists","aisstw",64
"visas","aissv",49
"suavity","aistuvy",100
"Watusi","aistuw",64
"vista","aistv",49
"waist","aistw",49
"waits","aistw",49
"taxis","aistx",64
"Avis","aisv",36
"Siva","aisv",36
"Visa","aisv",36
"visa","aisv",36
"vivas","aisvv",64
"Swazi","aiswz",81
"axis","aisx",49
"Tia","ait",16
"wait","aitw",36
"taxi","aitx",49
"Iva","aiv",25
"via","aiv",25
"viva","aivv",49
"Kojak","ajkko",144
"majorly","ajlmory",169
"Olajuwon","ajlnoouw",169
"journals","ajlnorsu",144
"journal","ajlnoru",121
"jalopy","ajlopy",144
"Lajos","ajlos",81
"Maj","ajm",49
"jam","ajm",49
"Panmunjom","ajmmnnopu",225
"Major","ajmor",81
"major","ajmor",81
"Marjory","ajmorry",144
"majors","ajmors",100
"Majuro","ajmoru",100
"jams","ajms",64
"Jan","ajn",36
"Joann","ajnno",64
"Joan","ajno",49
"Trojans","ajnorst",100
"Trojan","ajnort",81
"Jason","ajnos",64
"Jonas","ajnos",64
"Sonja","ajnos",64
"Jayson","ajnosy",100
"jaunts","ajnstu",81
"juntas","ajnstu",81
"Janus","ajnsu",64
"jaunt","ajntu",64
"junta","ajntu",64
"jaunty","ajntuy",100
"Juan","ajnu",49
"Rojas","ajors",64
"jar","ajr",36
"jars","ajrs",49
"Jurua","ajruu",64
"jaws","ajsw",64
"jays","ajsy",64
"jaw","ajw",49
"Jay","ajy",49
"jay","ajy",49
"jazzy","ajyzz",169
"jazz","ajzz",121
"Kalmyk","akklmy",196
"skylarks","akklrssy",225
"skylark","akklrsy",196
"kapok","akkop",121
"Krakow","akkorw",144
"Yakutsk","akkstuy",169
"Kolyma","aklmoy",144
"Klan","akln",64
"lank","akln",64
"plankton","aklnnopt",169
"Ulyanovsk","aklnosuvy",225
"plank","aklnp",100
"planks","aklnps",121
"lanky","aklny",100
"Okla","aklo",64
